lemma,reading,accent_type
メール,メール,1
メッセンジャー,メッセンジャー,1
書類,ショルイ,0
資料,シリョウ,0
紙,カミ,2
配布,ハイフ,1
運用,ウンヨウ,0
運営,ウンエイ,0
実践,ジッセン,0
思考法,シコウホウ,0
概念,ガイネン,1
位置,イチ,2
ピラミッド組織,ピラミッドソシキ,0
ティール組織,ティールソシキ,0
ホラクラシー組織,ホラクラシーソシキ,0
ピラミッド構造,ピラミッドコウゾウ,0
構造,コウゾウ,0
組織運営,ソシキウンエイ,0
組織マネジメント,ソシキマネジメント,0
中途半端,チュウトハンパ,0
責任範囲,セキニンハンイ,0
責任の所在,セキニンノショザイ,0
決済,ケッサイ,0
承認フロー,ショウニンフロー,0
スピード感,スピードカン,0
成長スピード,セイチョウスピード,0
決定者,ケッテイシャ,0
責任感,セキニンカン,0
意思決定者,イシケッテイシャ,0
判断材料,ハンダンザイリョウ,0
判断力,ハンダンリョク,0
情報収集,ジョウホウシュウシュウ,0
現場レベル,ゲンバレベル,0
中間層,チュウカンソウ,0
上層部,ジョウソウブ,0
経営層,ケイエイソウ,0
現場力,ゲンバリョク,0
実行力,ジッコウリョク,0
組織力,ソシキリョク,0
管理能力,カンリノウリョク,0
マネジャー職,マネジャーショク,0
リーダー職,リーダーショク,0
リーダーシップ,リーダーシップ,1
フォロワーシップ,フォロワーシップ,0
オーナーシップ,オーナーシップ,0
当事者意識,トウジシャイシキ,0
主体性,シュタイセイ,0
自律,ジリツ,1
自走,ジソウ,0
実務,ジツム,1
事務,ジム,1
庶務,ショム,1
総務,ソウム,1
経理,ケイリ,1
法務,ホウム,1
財務,ザイム,1
人事部,ジンジブ,0
総務部,ソウムブ,0
経営企画,ケイエイキカク,0
企画,キカク,0
商品企画,ショウヒンキカク,0
事業企画,ジギョウキカク,0
経営計画,ケイエイケイカク,0
中期経営計画,チュウキケイエイケイカク,0
事業計画,ジギョウケイカク,0
収支計画,シュウシケイカク,0
行動計画,コウドウケイカク,0
会議体,カイギタイ,0
定例会議,テイレイカイギ,0
朝会,チョウカイ,0
夕会,ユウカイ,0
定例,テイレイ,0
臨時会議,リンジカイギ,0
役員会,ヤクインカイ,0
経営会議,ケイエイカイギ,0
部門会議,ブモンカイギ,0
定例報告,テイレイホウコク,0
日報,ニッポウ,0
週報,シュウホウ,0
月報,ゲッポウ,0
報連相,ホウレンソウ,0
会議前,カイギマエ,0
会議後,カイギゴ,0
着席,チャクセキ,0
遅刻,チコク,0
早退,ソウタイ,0
出席,シュッセキ,0
欠席,ケッセキ,0
参加者,サンカシャ,0
司会,シカイ,1
議題,ギダイ,0
アジェンダ,アジェンダ,1
宿題,シュクダイ,0
決定事項,ケッテイジコウ,0
確認事項,カクニンジコウ,0
未決事項,ミケツジコウ,0
論議,ロンギ,1
討議,トウギ,1
討論,トウロン,0
発言,ハツゲン,0
発表,ハッピョウ,0
提案,テイアン,0
提言,テイゲン,0
起案,キアン,0
立案,リアン,0
構想,コウソウ,0
企図,キト,1
実装,ジッソウ,0
実行,ジッコウ,0
実施,ジッシ,1
実現,ジツゲン,0
推進,スイシン,0
促進,ソクシン,0
牽引,ケンイン,0
推奨,スイショウ,0
奨励,ショウレイ,0
是正,ゼセイ,0
是正措置,ゼセイソチ,0
抑止,ヨクシ,1
抑制,ヨクセイ,0
防止,ボウシ,1
再発防止,サイハツボウシ,0
再発,サイハツ,0
未然防止,ミゼンボウシ,0
初動,ショドウ,0
対応,タイオウ,0
対処,タイショ,1
対策,タイサク,0
施策,シサク,0
実務経験,ジツムケイケン,0
現場感,ゲンバカン,0
経営判断,ケイエイハンダン,0
経営資源,ケイエイシゲン,0
ヒト,ヒト,2
モノ,モノ,2
カネ,カネ,2
情報資産,ジョウホウシサン,0
知的財産,チテキザイサン,0
ノウハウ,ノウハウ,0
知見,チケン,0
知識,チシキ,1
経験,ケイケン,0
スキル,スキル,1
技量,ギリョウ,0
熟練,ジュクレン,0
教育,キョウイク,1
研修,ケンシュウ,0
OJT,オージェーティー,0
OffJT,オフジェーティー,0
指導力,シドウリョク,0
育成,イクセイ,0
人材育成,ジンザイイクセイ,0
人材配置,ジンザイハイチ,0
要員計画,ヨウインケイカク,0
離職率,リショクリツ,0
定着率,テイチャクリツ,0
採用計画,サイヨウケイカク,0
採用基準,サイヨウキジュン,0
面接,メンセツ,0
面談,メンダン,0
1on1,ワンオンワン,0
フィードバック,フィードバック,1
レビュー,レビュー,1
コーチング,コーチング,1
メンタリング,メンタリング,1
サポート,サポート,1
フォロー,フォロー,1
フォローアップ,フォローアップ,1
モニタリング,モニタリング,1
エンゲージメント,エンゲージメント,0
モラル,モラル,1
士気,シキ,1
帰属,キゾク,0
反感,ハンカン,0
好意,コウイ,1
ネガティブな意見,ネガティブナイケン,0
好意的な意見,コウイテキナイケン,0
指摘,シテキ,0
意見,イケン,1
提言書,テイゲンショ,0
要望,ヨウボウ,0
苦情,クジョウ,0
クレーム,クレーム,1
ハードル,ハードル,1
標語,ヒョウゴ,1
一丁目一番地,イッチョウメイチバンチ,0
要注意人物,ヨウチュウイジンブツ,0
コミュニケーション不足,コミュニケーションブソク,0
空気の読み合い,クウキノヨミアイ,0
本末転倒,ホンマツテントウ,0
勘違い,カンチガイ,0
自己満足,ジコマンゾク,3
評論家,ヒョウロンカ,0
失敗例,シッパイレイ,0
あるあるネタ,アルアルネタ,0
現象,ゲンショウ,0
産物,サンブツ,1
原因,ゲンイン,0
結果,ケッカ,0
帰結,キケツ,0
波及,ハキュウ,0
影響,エイキョウ,0
波及効果,ハキュウコウカ,0
副作用,フクサヨウ,0
タイムラグ,タイムラグ,1
長期的な視点,チョウキテキナシテン,0
短期的な視点,タンキテキナシテン,0
視座,シザ,1
視点,シテン,0
視野,シヤ,1
位置づけ,イチヅケ,0
位置関係,イチカンケイ,3
位置確認,イチカクニン,3
上下関係,ジョウゲカンケイ,0
指揮命令系統,シキメイレイケイトウ,0
役割認識,ヤクワリニンシキ,0
責任認識,セキニンニンシキ,0
プレーヤー,プレイヤー,0
プレーヤー業務,プレイヤーギョウム,0
プレーヤー視点,プレイヤーシテン,0
プレーヤー思考,プレイヤーシコウ,0
プレイング,プレイング,1
マネジメント層,マネジメントソウ,0
経営判断力,ケイエイハンダンリョク,0
最終判断,サイシュウハンダン,0
最終責任,サイシュウセキニン,0
最終決定,サイシュウケッテイ,0
最終承認,サイシュウショウニン,0
品質,ヒンシツ,0
品質管理,ヒンシツカンリ,0
品質保証,ヒンシツホショウ,0
品質基準,ヒンシツキジュン,0
品質向上,ヒンシツコウジョウ,0
品質不良,ヒンシツフリョウ,0
検品,ケンピン,0
検収,ケンシュウ,0
検査,ケンサ,1
監修,カンシュウ,0
監理,カンリ,1
監督,カントク,0
監督者,カントクシャ,0
監督官庁,カントクカンチョウ,0
内部監査,ナイブカンサ,0
外部監査,ガイブカンサ,0
業務監査,ギョウムカンサ,0
会計監査,カイケイカンサ,0
法令,ホウレイ,0
法令順守,ホウレイジュンシュ,0
規程,キテイ,0
規約,キヤク,0
内規,ナイキ,0
就業条件,シュウギョウジョウケン,0
契約条件,ケイヤクジョウケン,0
取引条件,トリヒキジョウケン,0
取引停止,トリヒキテイシ,0
解約,カイヤク,0
失注,シツジュ,0
受注残,ジュチュウザン,0
案件,アンケン,0
案件管理,アンケンカンリ,0
案件化,アンケンカ,0
案件数,アンケンスウ,0
案件進行,アンケンシンコウ,0
案件一覧,アンケンイチラン,0
課題管理,カダイカンリ,0
課題解決,カダイカイケツ,0
課題設定,カダイセッテイ,0
課題意識,カダイイシキ,0
論点整理,ロンテンセイリ,0
論点設定,ロンテンセッテイ,0
仮説検証,カセツケンショウ,0
仮説思考,カセツシコウ,0
仮説構築,カセツコウチク,0
事実確認,ジジツカクニン,0
現状把握,ゲンジョウハアク,0
実態把握,ジッタイハアク,0
課題抽出,カダイチュウシュツ,0
原因分析,ゲンインブンセキ,0
要因分析,ヨウインブンセキ,0
定例面談,テイレイメンダン,0
個別面談,コベツメンダン,0
人事面談,ジンジメンダン,0
評価面談票,ヒョウカメンダンヒョウ,0
配置転換,ハイチテンカン,0
人員配置,ジンインハイチ,0
適材適所,テキザイテキショ,0
後任,コウニン,0
後継者,コウケイシャ,0
引継ぎ,ヒキツギ,0
引継書,ヒキツギショ,0
申し送り,モウシオクリ,0
共有事項,キョウユウジコウ,0
確認漏れ,カクニンモレ,0
認識合わせ,ニンシキアワセ,0
認識共有,ニンシキキョウユウ,0
認識違い,ニンシキチガイ,0
すり替え,スリカエ,0
固定観念,コテイカンネン,0
先入観,センニュウカン,0
思い込み,オモイコミ,0
責任転嫁,セキニンテンカ,0
責任放棄,セキニンホウキ,0
責任分担,セキニンブンタン,0
責任感覚,セキニンカンカク,0
判断ミス,ハンダンミス,0
判断基軸,ハンダンキジク,0
意思統一,イシトウイツ,0
意思疎通不足,イシソツウブソク,0
決定速度,ケッテイソクド,0
決定基準,ケッテイキジュン,0
意思決定速度,イシケッテイソクド,0
迅速対応,ジンソクタイオウ,0
即断即決,ソクダンソッケツ,0
合意形成,ゴウイケイセイ,0
形成不全,ケイセイフゼン,0
承認待ち,ショウニンマチ,0
差し戻し,サシモドシ,0
差戻し案件,サシモドシアンケン,0
稟議回付,リンギカイフ,0
決裁待ち,ケッサイマチ,0
決済待ち,ケッサイマチ,0
会議運営,カイギウンエイ,0
議事進行,ギジシンコウ,0
ファシリテーション,ファシリテーション,0
司会進行,シカイシンコウ,0
議題設定,ギダイセッテイ,0
議題整理,ギダイセイリ,0
着地点,チャクチテン,3
落としどころ,オトシドコロ,0
落とし込み,オトシコミ,0
横展開,ヨコテンカイ,0
縦割り,タテワリ,0
横断,オウダン,0
部門横断,ブモンオウダン,0
連携不足,レンケイブソク,0
サイロ化,サイロカ,0
属人化,ゾクジンカ,0
標準手順,ヒョウジュンテジュン,0
作業標準,サギョウヒョウジュン,0
手順書,テジュンショ,0
業務フロー,ギョウムフロー,0
承認フロー図,ショウニンフローズ,0
会議資料,カイギシリョウ,0
説明資料,セツメイシリョウ,0
提案資料,テイアンシリョウ,0
報告資料,ホウコクシリョウ,0
共有資料,キョウユウシリョウ,0
添付資料,テンプシリョウ,0
参考資料,サンコウシリョウ,0
回覧,カイラン,0
回覧板,カイランバン,0
回付,カイフ,1
決裁文書,ケッサイブンショ,0
契約書,ケイヤクショ,0
誓約書,セイヤクショ,0
覚書,オボエガキ,0
通知,ツウチ,1
通達,ツウタツ,0
公示,コウジ,1
公表資料,コウヒョウシリョウ,0
社内報,シャナイホウ,0
社告,シャコク,0
掲示物,ケイジブツ,0
案内文,アンナイブン,0
文書管理,ブンショカンリ,0
保存期間,ホゾンキカン,0
廃棄,ハイキ,1
廃止,ハイシ,1
改訂,カイテイ,0
版管理,ハンカンリ,0
履歴管理,リレキカンリ,0
台帳,ダイチョウ,0
台帳管理,ダイチョウカンリ,0
原本,ゲンポン,0
写し,ウツシ,0
データ管理,データカンリ,0
情報管理,ジョウホウカンリ,0
セキュリティポリシー,セキュリティポリシー,0
アクセス権,アクセスケン,4
閲覧権限,エツランケンゲン,0
編集権限,ヘンシュウケンゲン,0
権限設定,ケンゲンセッテイ,0
権限委譲,ケンゲンイジョウ,0
機密,キミツ,1
機密保持,キミツホジ,0
守秘義務,シュヒギム,0
社外秘,シャガイヒ,0
情報漏えい,ジョウホウロウエイ,0
監視体制,カンシタイセイ,0
危機管理,キキカンリ,0
事業継続計画,ジギョウケイゾクケイカク,0
BCP,ビーシーピー,0
リスク管理,リスクカンリ,0
リスク評価,リスクヒョウカ,0
リスク分析,リスクブンセキ,0
リスク低減,リスクテイゲン,0
予防策,ヨボウサク,0
再発防止策,サイハツボウシサク,0
緊急対応,キンキュウタイオウ,0
危機対応,キキタイオウ,0
障害対応,ショウガイタイオウ,0
復旧,フッキュウ,0
復旧計画,フッキュウケイカク,0
監視項目,カンシコウモク,0
管理項目,カンリコウモク,0
重点管理,ジュウテンカンリ,0
IT,アイティー,1
AI,エーアイ,1
IoT,アイオーティー,4
OS,オーエス,1
CPU,シーピーユー,1
GPU,ジーピーユー,1
USB,ユーエスビー,1
SSD,エスエスディー,1
HDD,エイチディーディー,1
URL,ユーアールエル,1
LAN,ラン,1
Wi-Fi,ワイファイ,1
サーバー,サーバー,1
クライアント,クライアント,0
ネット,ネット,1
インターネット,インターネット,0
ウェブ,ウェブ,1
ブラウザ,ブラウザ,1
アプリ,アプリ,1
ソフト,ソフト,1
ハード,ハード,1
システム,システム,1
データ,データ,1
ファイル,ファイル,1
フォルダ,フォルダ,1
ドキュメント,ドキュメント,0
メモリ,メモリ,1
ストレージ,ストレージ,0
データベース,データベース,4
アルゴリズム,アルゴリズム,0
プログラム,プログラム,0
プログラミング,プログラミング,0
コード,コード,1
ソースコード,ソースコード,4
エラー,エラー,1
バグ,バグ,1
デバッグ,デバッグ,0
アップデート,アップデート,4
バージョン,バージョン,1
リリース,リリース,1
インストール,インストール,4
ダウンロード,ダウンロード,4
アップロード,アップロード,4
ログイン,ログイン,3
ログアウト,ログアウト,4
アカウント,アカウント,0
パスワード,パスワード,3
セキュリティ,セキュリティ,0
ウイルス,ウイルス,1
マルウェア,マルウェア,0
ファイアウォール,ファイアウォール,5
クラウド,クラウド,1
バックアップ,バックアップ,4
ネットワーク,ネットワーク,0
プロトコル,プロトコル,0
ドメイン,ドメイン,0
ルーター,ルーター,1
モデム,モデム,1
スイッチ,スイッチ,1
ハブ,ハブ,1
ケーブル,ケーブル,1
ディスプレー,ディスプレー,0
モニター,モニター,0
キーボード,キーボード,3
マウス,マウス,1
タッチパネル,タッチパネル,0
スマホ,スマホ,1
スマートフォン,スマートフォン,0
タブレット,タブレット,0
ノートパソコン,ノートパソコン,5
デスクトップ,デスクトップ,0
プリンター,プリンター,0
スキャナー,スキャナー,0
センサー,センサー,1
ロボット,ロボット,1
ドローン,ドローン,0
デジタル,デジタル,1
アナログ,アナログ,0
オンライン,オンライン,0
オフライン,オフライン,0
チャット,チャット,1
メール,メール,1
メッセージ,メッセージ,1
SNS,エスエヌエス,1
ブログ,ブログ,1
ポータル,ポータル,1
プラットフォーム,プラットフォーム,0
インターフェース,インターフェース,0
API,エーピーアイ,1
エンジニア,エンジニア,0
デベロッパー,デベロッパー,0
スタートアップ,スタートアップ,0
ベンチャー,ベンチャー,1
ビッグデータ,ビッグデータ,4
ブロックチェーン,ブロックチェーン,0
メタバース,メタバース,0
デフォルト,デフォルト,0
ユーザー,ユーザー,0
共有ファイル,キョウユウファイル,0
文章,ブンショウ,0
言語化,ゲンゴカ,0
数字,スウジ,1
ワークステーション,ワークステーション,0
メインフレーム,メインフレーム,0
スーパーコンピューター,スーパーコンピューター,0
ミニコン,ミニコン,0
シンクライアント,シンクライアント,0
端末,タンマツ,0
デバイス,デバイス,1
周辺機器,シュウヘンキキ,0
入力装置,ニュウリョクソウチ,0
出力装置,シュツリョクソウチ,0
記憶装置,キオクソウチ,0
補助記憶装置,ホジョキオクソウチ,0
主記憶,シュキオク,2
主記憶装置,シュキオクソウチ,0
演算装置,エンザンソウチ,0
制御装置,セイギョソウチ,0
電源,デンゲン,0
電源ユニット,デンゲンユニット,0
基板,キバン,0
マザーボード,マザーボード,0
チップ,チップ,1
チップセット,チップセット,0
半導体,ハンドウタイ,0
集積回路,シュウセキカイロ,0
トランジスタ,トランジスタ,0
コンデンサー,コンデンサー,0
レジスター,レジスター,0
キャッシュ,キャッシュ,1
キャッシュメモリ,キャッシュメモリ,0
レジスタ,レジスタ,0
クロック,クロック,1
周波数,シュウハスウ,3
コア,コア,1
スレッド,スレッド,1
マルチコア,マルチコア,0
冷却ファン,レイキャクファン,0
ヒートシンク,ヒートシンク,0
筐体,キョウタイ,0
ケース,ケース,1
ラック,ラック,1
サーバーラック,サーバーラック,0
ブレードサーバー,ブレードサーバー,0
仮想サーバー,カソウサーバー,0
物理サーバー,ブツリサーバー,0
NAS,ナス,1
SAN,サン,1
RAID,レイド,1
メディア,メディア,1
光学ドライブ,コウガクドライブ,0
ブルーレイ,ブルーレイ,0
DVD,ディーブイディー,0
メモリーカード,メモリーカード,0
SDカード,エスディーカード,0
microSD,マイクロエスディー,0
外付けHDD,ソトヅケエイチディーディー,0
外付けSSD,ソトヅケエスエスディー,0
イヤホン,イヤホン,1
ヘッドセット,ヘッドセット,0
マイク,マイク,1
ウェブカメラ,ウェブカメラ,0
プロジェクター,プロジェクター,0
ターミナル,ターミナル,0
コンソール,コンソール,1
シェル,シェル,1
コマンド,コマンド,1
スクリプト,スクリプト,1
バッチ処理,バッチショリ,0
ジョブ,ジョブ,1
プロセス,プロセス,1
スレッドプール,スレッドプール,0
タスクキュー,タスクキュー,0
非同期処理,ヒドウキショリ,0
同期処理,ドウキショリ,0
並列処理,ヘイレツショリ,0
分散処理,ブンサンショリ,0
例外,レイガイ,1
例外処理,レイガイショリ,0
割り込み,ワリコミ,0
イベント,イベント,1
イベントループ,イベントループ,0
コールバック,コールバック,1
トリガー,トリガー,1
タイマー,タイマー,1
スタック,スタック,1
ヒープ,ヒープ,1
バッファ,バッファ,1
ポインター,ポインター,0
参照,サンショウ,0
値渡し,アタイワタシ,0
参照渡し,サンショウワタシ,0
アドレス,アドレス,1
ビット,ビット,1
バイト,バイト,1
バイナリ,バイナリ,1
16進数,ジュウロクシンスウ,0
文字コード,モジコード,3
ASCII,アスキー,1
UTF-8,ユーティーエフエイト,0
Unicode,ユニコード,0
エンコード,エンコード,0
デコード,デコード,1
圧縮,アッシュク,0
解凍,カイトウ,0
フォーマット,フォーマット,1
初期化,ショキカ,0
設定,セッテイ,0
環境設定,カンキョウセッテイ,0
構成,コウセイ,0
構成管理,コウセイカンリ,0
設定ファイル,セッテイファイル,0
環境変数,カンキョウヘンスウ,0
依存関係,イゾンカンケイ,0
ライブラリ,ライブラリ,1
フレームワーク,フレームワーク,0
ミドルウェア,ミドルウェア,0
ランタイム,ランタイム,0
コンパイラ,コンパイラ,1
インタープリター,インタープリター,0
アセンブラー,アセンブラー,0
リンカー,リンカー,1
ローダー,ローダー,1
ビルド,ビルド,1
コンパイル,コンパイル,1
トランスパイル,トランスパイル,0
デプロイ,デプロイ,1
実行環境,ジッコウカンキョウ,0
開発環境,カイハツカンキョウ,0
検証環境,ケンショウカンキョウ,0
本番環境,ホンバンカンキョウ,0
ステージング環境,ステージングカンキョウ,0
ローカル環境,ローカルカンキョウ,0
リポジトリ,リポジトリ,0
レポジトリ,レポジトリ,0
バージョン管理,バージョンカンリ,0
Git,ギット,1
ブランチ,ブランチ,1
コミット,コミット,1
マージ,マージ,1
リベース,リベース,1
タグ,タグ,1
プルリクエスト,プルリクエスト,0
マージリクエスト,マージリクエスト,0
レビュー,レビュー,1
コードレビュー,コードレビュー,0
差分,サブン,0
コンフリクト,コンフリクト,0
CI,シーアイ,1
CD,シーディー,1
パイプライン,パイプライン,0
ワークフロー,ワークフロー,0
自動化,ジドウカ,0
テスト,テスト,1
単体テスト,タンタイテスト,0
結合テスト,ケツゴウテスト,0
統合テスト,トウゴウテスト,0
E2Eテスト,イーツーイーテスト,0
回帰テスト,カイキテスト,0
負荷テスト,フカテスト,0
性能テスト,セイノウテスト,0
品質テスト,ヒンシツテスト,0
検証,ケンショウ,0
アサーション,アサーション,0
モック,モック,1
スタブ,スタブ,1
フィクスチャ,フィクスチャ,0
テストケース,テストケース,0
テストデータ,テストデータ,0
テストコード,テストコード,0
カバレッジ,カバレッジ,1
静的解析,セイテキカイセキ,0
型チェック,カタチェック,0
リンター,リンター,1
フォーマッター,フォーマッター,0
コード整形,コードセイケイ,0
最適化,サイテキカ,0
リファクタリング,リファクタリング,0
保守,ホシュ,1
保守性,ホシュセイ,0
可読性,カドクセイ,0
再利用性,サイリヨウセイ,0
拡張性,カクチョウセイ,0
互換性,ゴカンセイ,0
移植性,イショクセイ,0
冗長性,ジョウチョウセイ,0
可用性,カヨウセイ,0
信頼性,シンライセイ,0
耐障害性,タイショウガイセイ,0
障害,ショウガイ,0
障害対応,ショウガイタイオウ,0
フェイルオーバー,フェイルオーバー,0
冗長構成,ジョウチョウコウセイ,0
スケールアウト,スケールアウト,0
スケールアップ,スケールアップ,0
ロードバランサー,ロードバランサー,0
負荷分散,フカブンサン,0
可視化,カシカ,0
監視,カンシ,1
モニタリング,モニタリング,1
アラート,アラート,1
メトリクス,メトリクス,0
ログ,ログ,1
ログ収集,ログシュウシュウ,0
ログ解析,ログカイセキ,0
トレース,トレース,1
デバッグログ,デバッグログ,0
アクセスログ,アクセスログ,0
エラーログ,エラーログ,0
システムログ,システムログ,0
ダッシュボード,ダッシュボード,0
可観測性,カカンソクセイ,0
オブザーバビリティ,オブザーバビリティ,0
インシデント,インシデント,1
障害報告,ショウガイホウコク,0
チケット,チケット,1
イシュー,イシュー,1
タスク管理,タスクカンリ,0
カンバン,カンバン,0
スクラム,スクラム,1
アジャイル,アジャイル,0
ウォーターフォール,ウォーターフォール,0
スプリント,スプリント,1
バックログ,バックログ,0
ストーリー,ストーリー,1
ストーリーポイント,ストーリーポイント,0
工数,コウスウ,0
見積もり,ミツモリ,0
バーンダウン,バーンダウン,0
レトロスペクティブ,レトロスペクティブ,0
デイリースタンドアップ,デイリースタンドアップ,0
ユーザーストーリー,ユーザーストーリー,0
要件定義,ヨウケンテイギ,0
仕様,シヨウ,0
設計,セッケイ,0
実装,ジッソウ,0
単体設計,タンタイセッケイ,0
詳細設計,ショウサイセッケイ,0
基本設計,キホンセッケイ,0
アーキテクチャ,アーキテクチャ,0
デザインパターン,デザインパターン,0
モジュール,モジュール,1
パッケージ,パッケージ,1
クラス,クラス,1
オブジェクト,オブジェクト,0
インスタンス,インスタンス,0
メソッド,メソッド,1
関数,カンスウ,0
変数,ヘンスウ,0
定数,テイスウ,0
配列,ハイレツ,0
連想配列,レンソウハイレツ,0
リスト,リスト,1
セット,セット,1
マップ,マップ,1
辞書,ジショ,1
コレクション,コレクション,0
キュー,キュー,1
デック,デック,1
ツリー,ツリー,1
グラフ,グラフ,1
ノード,ノード,1
エッジ,エッジ,1
探索,タンサク,0
ソート,ソート,1
検索,ケンサク,0
索引,サクイン,0
インデックス,インデックス,0
クエリ,クエリ,1
トランザクション,トランザクション,0
スキーマ,スキーマ,1
テーブル,テーブル,1
カラム,カラム,1
レコード,レコード,1
行,ギョウ,1
列,レツ,1
主キー,シュキー,0
外部キー,ガイブキー,0
正規化,セイキカ,0
非正規化,ヒセイキカ,0
レプリケーション,レプリケーション,0
シャーディング,シャーディング,0
バックエンド,バックエンド,0
フロントエンド,フロントエンド,0
フルスタック,フルスタック,0
ウェブアプリ,ウェブアプリ,0
モバイルアプリ,モバイルアプリ,0
デスクトップアプリ,デスクトップアプリ,0
ネイティブアプリ,ネイティブアプリ,0
ハイブリッドアプリ,ハイブリッドアプリ,0
SPA,エスピーエー,0
SSR,エスエスアール,0
SSG,エスエスジー,0
CSR,シーエスアール,0
PWA,ピーダブリューエー,0
HTML,エイチティーエムエル,0
CSS,シーエスエス,0
JavaScript,ジャバスクリプト,0
TypeScript,タイプスクリプト,0
Node.js,ノードジェーエス,0
React,リアクト,1
Vue,ビュー,1
Angular,アンギュラー,0
Svelte,スベルト,0
Next.js,ネクストジェーエス,0
Nuxt,ヌクスト,1
Astro,アストロ,1
Remix,リミックス,1
コンポーネント,コンポーネント,0
ルーティング,ルーティング,1
状態管理,ジョウタイカンリ,0
ストア,ストア,1
フック,フック,1
テンプレート,テンプレート,0
レンダリング,レンダリング,1
スタイルシート,スタイルシート,0
レスポンシブ,レスポンシブ,0
アクセシビリティ,アクセシビリティ,0
ユーザーインターフェース,ユーザーインターフェース,0
UI,ユーアイ,1
UX,ユーエックス,1
フォーム,フォーム,1
入力欄,ニュウリョクラン,0
ボタン,ボタン,0
メニュー,メニュー,1
ナビゲーション,ナビゲーション,0
サイドバー,サイドバー,1
モーダル,モーダル,1
ダイアログ,ダイアログ,1
トースト,トースト,1
ツールチップ,ツールチップ,0
アイコン,アイコン,1
テーマ,テーマ,1
ダークモード,ダークモード,0
レイアウト,レイアウト,0
グリッド,グリッド,1
フレックス,フレックス,1
マージン,マージン,1
パディング,パディング,0
アニメーション,アニメーション,0
トランジション,トランジション,0
シリアライズ,シリアライズ,0
JSON,ジェイソン,1
XML,エックスエムエル,0
YAML,ヤムル,1
CSV,シーエスブイ,0
REST,レスト,1
GraphQL,グラフキューエル,0
gRPC,ジーアールピーシー,0
エンドポイント,エンドポイント,0
HTTP,エイチティーティーピー,0
HTTPS,エイチティーティーピーエス,0
GET,ゲット,1
POST,ポスト,1
PUT,プット,1
PATCH,パッチ,1
DELETE,デリート,1
ヘッダー,ヘッダー,1
レスポンス,レスポンス,0
リクエスト,リクエスト,0
セッション,セッション,1
クッキー,クッキー,1
トークン,トークン,1
JWT,ジェイダブリューティー,0
OAuth,オーオース,0
認証,ニンショウ,0
認可,ニンカ,1
多要素認証,タヨウソニンショウ,0
暗号化,アンゴウカ,0
復号,フクゴウ,0
ハッシュ,ハッシュ,1
ソルト,ソルト,1
証明書,ショウメイショ,0
公開鍵,コウカイカギ,0
秘密鍵,ヒミツカギ,0
ゼロトラスト,ゼロトラスト,0
脆弱性,ゼイジャクセイ,0
脆弱性診断,ゼイジャクセイシンダン,0
ペネトレーションテスト,ペネトレーションテスト,0
XSS,クロスサイトスクリプティング,0
CSRF,シーエスアールエフ,0
SQLインジェクション,エスキューエルインジェクション,0
レート制限,レートセイゲン,0
監査ログ,カンサログ,0
権限管理,ケンゲンカンリ,0
アクセス制御,アクセスセイギョ,0
IAM,アイアム,0
SSO,エスエスオー,0
SAML,サムル,1
OpenID,オープンアイディー,0
クラウドストレージ,クラウドストレージ,0
オブジェクトストレージ,オブジェクトストレージ,0
仮想マシン,カソウマシン,0
コンテナ,コンテナ,1
Docker,ドッカー,1
Kubernetes,クバネティス,0
クラスタ,クラスタ,1
ノードプール,ノードプール,0
ポッド,ポッド,1
デプロイメント,デプロイメント,0
サービスメッシュ,サービスメッシュ,0
イングレス,イングレス,1
オートスケーリング,オートスケーリング,0
マネージドサービス,マネージドサービス,0
サーバーレス,サーバーレス,0
Lambda,ラムダ,1
Cloud Run,クラウドラン,0
Cloud Functions,クラウドファンクションズ,0
Terraform,テラフォーム,1
Ansible,アンシブル,1
Infrastructure as Code,インフラストラクチャアズコード,0
DevOps,デブオプス,1
SRE,エスアールイー,0
オーケストレーション,オーケストレーション,0
レプリカ,レプリカ,1
スナップショット,スナップショット,0
フェイルバック,フェイルバック,0
AIモデル,エーアイモデル,0
機械学習,キカイガクシュウ,0
深層学習,シンソウガクシュウ,0
ニューラルネットワーク,ニューラルネットワーク,0
生成AI,セイセイエーアイ,0
大規模言語モデル,ダイキボゲンゴモデル,0
LLM,エルエルエム,0
トークナイザー,トークナイザー,0
埋め込み,ウメコミ,0
ベクトル,ベクトル,1
推論,スイロン,0
学習データ,ガクシュウデータ,0
教師データ,キョウシデータ,0
推論結果,スイロンケッカ,0
評価指標,ヒョウカシヒョウ,0
精度,セイド,1
再現率,サイゲンリツ,0
適合率,テキゴウリツ,0
損失関数,ソンシツカンスウ,0
最適化手法,サイテキカシュホウ,0
ハイパーパラメーター,ハイパーパラメーター,0
推奨システム,スイショウシステム,0
自然言語処理,シゼンゲンゴショリ,0
画像認識,ガゾウニンシキ,0
音声認識,オンセイニンシキ,0
音声合成,オンセイゴウセイ,0
OCR,オーシーアール,0
RPA,アールピーエー,0
自動応答,ジドウオウトウ,0
チャットボット,チャットボット,0
アシスタント,アシスタント,0
推薦,スイセン,0
分類器,ブンルイキ,0
クラスタリング,クラスタリング,1
教師あり学習,キョウシアリガクシュウ,0
教師なし学習,キョウシナシガクシュウ,0
強化学習,キョウカガクシュウ,0
データセット,データセット,0
前処理,マエショリ,0
